acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,genre
0.469,0.584,0.526,6.47e-05,9,0.0756,-10.081,0,0.0389,82.028,0.637,folk
0.513,0.61,0.64,0.0,9,0.0837,-7.681,0,0.0354,81.232,0.678,folk
0.589,0.596,0.276,0.0,6,0.177,-12.558,1,0.0405,99.892,0.495,folk
0.452,0.385,0.306,7.43e-06,3,0.128,-12.167,1,0.0297,173.377,0.546,folk
0.0627,0.458,0.621,0.00806,4,0.304,-11.507,1,0.0262,101.748,0.696,folk
0.122,0.629,0.677,9.72e-06,1,0.0962,-7.239,1,0.0299,132.783,0.627,folk
0.534,0.71,0.319,0.0201,2,0.211,-12.387,1,0.0667,105.489,0.757,folk
0.159,0.516,0.513,0.00957,2,0.0612,-10.762,1,0.0288,99.735,0.694,folk
0.625,0.396,0.295,7.6e-05,4,0.0989,-15.126,1,0.0343,155.531,0.187,folk
0.0828,0.477,0.797,0.0,0,0.185,-5.316,1,0.0365,88.823,0.705,folk
0.972,0.473,0.00867,0.0,10,0.212,-22.581,0,0.0517,82.148,0.663,folk
0.541,0.617,0.421,0.00227,0,0.125,-14.231,1,0.0318,131.653,0.39,folk
0.748,0.594,0.325,0.0058,0,0.0857,-17.137,1,0.0324,135.229,0.254,folk
0.887,0.556,0.15,2.5e-06,5,0.105,-17.489,1,0.0333,134.414,0.118,folk
0.588,0.537,0.315,2.29e-05,5,0.206,-13.79,1,0.0271,86.813,0.575,folk
0.134,0.473,0.342,3.47e-05,11,0.115,-8.568,1,0.0343,123.472,0.225,folk
0.93,0.4,0.101,5.05e-06,5,0.104,-14.425,1,0.039,95.05,0.0629,folk
0.304,0.63,0.578,0.206,10,0.116,-8.544,1,0.0256,106.675,0.474,folk
0.774,0.651,0.546,0.0437,1,0.0842,-9.021,1,0.0357,107.021,0.623,folk
0.856,0.426,0.274,0.00658,0,0.111,-16.649,1,0.146,100.255,0.169,folk
0.926,0.362,0.268,0.0576,11,0.346,-11.272,1,0.0351,123.587,0.327,folk
0.945,0.265,0.237,0.000267,10,0.112,-14.599,1,0.0351,87.912,0.19,folk
0.968,0.448,0.369,0.272,9,0.638,-9.514,1,0.0452,174.097,0.0998,folk
0.267,0.553,0.578,0.0377,4,0.267,-8.679,1,0.0299,120.993,0.407,folk
0.6,0.617,0.764,0.231,5,0.113,-6.265,1,0.036,91.001,0.234,folk
0.273,0.484,0.737,0.000453,0,0.1,-6.672,1,0.0289,84.945,0.408,folk
0.436,0.483,0.731,0.0,1,0.151,-6.696,1,0.0381,101.654,0.484,folk
0.0477,0.596,0.724,0.0287,7,0.0995,-8.256,1,0.0351,108.042,0.27,folk
0.312,0.388,0.659,0.000315,11,0.0943,-7.372,1,0.0308,143.554,0.401,folk
0.0846,0.717,0.455,0.0,5,0.11,-8.303,1,0.0276,127.812,0.389,folk
0.047,0.537,0.84,0.0,2,0.33,-4.799,1,0.0363,97.993,0.192,folk
0.473,0.537,0.757,0.0,3,0.341,-3.374,1,0.0274,103.882,0.421,folk
0.449,0.402,0.364,0.0508,5,0.162,-10.836,1,0.033,129.568,0.224,folk
0.439,0.508,0.594,9.71e-06,4,0.111,-9.034,0,0.0334,79.362,0.403,folk
0.428,0.6,0.548,0.0108,11,0.113,-9.653,1,0.0313,125.909,0.437,folk
0.295,0.547,0.486,0.00143,8,0.119,-9.941,1,0.14,80.338,0.338,folk
0.437,0.581,0.36,0.00583,8,0.0924,-13.174,1,0.029,132.466,0.107,folk
0.79,0.393,0.595,0.297,7,0.115,-9.825,0,0.0405,135.797,0.165,folk
0.64,0.322,0.534,0.0,9,0.691,-6.662,0,0.0316,150.418,0.271,folk
0.642,0.547,0.395,0.0,5,0.116,-5.363,1,0.0297,104.493,0.356,folk
0.137,0.518,0.809,0.000239,9,0.119,-5.451,0,0.0382,140.065,0.0957,folk
0.885,0.264,0.122,0.349,9,0.094,-15.399,1,0.0349,148.658,0.0735,folk
0.702,0.497,0.198,3.41e-05,0,0.08,-8.959,1,0.0362,133.895,0.152,folk
0.423,0.372,0.547,0.000279,2,0.278,-8.147,1,0.0292,95.341,0.388,folk
0.555,0.414,0.4,0.0252,0,0.113,-10.525,1,0.0295,105.839,0.171,folk
0.174,0.188,0.411,0.153,0,0.0843,-9.733,1,0.0484,187.376,0.159,folk
0.577,0.488,0.487,0.0,4,0.193,-6.371,1,0.0305,77.278,0.219,folk
0.652,0.43,0.587,8.86e-05,9,0.158,-8.003,1,0.0349,156.006,0.335,folk
0.105,0.607,0.43,0.0,9,0.106,-6.778,1,0.0251,128.398,0.289,folk
0.245,0.53,0.634,0.000601,2,0.0978,-5.759,1,0.0311,111.615,0.105,folk
0.101,0.56,0.681,0.0,2,0.0573,-4.875,1,0.0483,81.991,0.647,folk
0.896,0.596,0.253,5.17e-05,1,0.102,-14.369,0,0.0349,95.162,0.368,folk
0.811,0.618,0.155,3.3e-05,2,0.077,-17.031,1,0.0799,105.325,0.305,folk
0.71,0.514,0.489,0.0,0,0.37,-9.773,1,0.0972,106.465,0.784,folk
0.317,0.378,0.595,0.0292,0,0.161,-10.669,1,0.034,106.383,0.0961,folk
0.753,0.67,0.403,0.0903,0,0.0858,-10.623,1,0.031,129.984,0.622,folk
0.0133,0.546,0.878,0.0,7,0.135,-5.137,1,0.0525,119.945,0.35,folk
0.000486,0.515,0.848,0.0,9,0.0946,-4.835,1,0.0375,119.84,0.475,folk
0.107,0.359,0.649,0.0124,3,0.0555,-7.06,1,0.0349,111.709,0.133,folk
0.0206,0.457,0.757,0.0,1,0.146,-5.177,1,0.032,102.961,0.417,folk
0.042,0.379,0.878,0.00431,1,0.146,-4.338,0,0.0359,102.023,0.381,folk
0.105,0.52,0.655,0.00384,3,0.124,-6.519,1,0.0394,126.593,0.29,folk
0.0098,0.434,0.506,0.0228,7,0.0963,-6.627,1,0.029,110.068,0.151,folk
0.146,0.439,0.255,0.0,8,0.087,-10.221,1,0.0289,105.169,0.302,folk
0.867,0.625,0.836,0.00218,11,0.684,-6.416,0,0.383,142.749,0.92,folk
0.888,0.446,0.575,0.000105,5,0.183,-9.082,1,0.0371,119.78,0.827,folk
0.795,0.551,0.834,0.148,0,0.309,-5.238,1,0.0467,108.145,0.661,folk
0.827,0.295,0.678,0.0,7,0.429,-7.702,1,0.249,177.859,0.765,folk
0.74,0.345,0.304,0.0445,7,0.12,-14.549,1,0.0342,130.612,0.355,folk
0.778,0.556,0.0691,0.000125,10,0.938,-24.328,0,0.0784,125.61,0.273,folk
0.9,0.569,0.238,0.011,0,0.0996,-14.974,0,0.0301,112.054,0.378,folk
0.444,0.56,0.348,0.0,0,0.111,-11.478,1,0.0303,116.428,0.135,folk
0.0032,0.375,0.847,6.62e-06,9,0.108,-4.564,0,0.0781,138.252,0.619,folk
0.119,0.605,0.795,6.92e-06,0,0.125,-7.168,1,0.0294,105.81,0.581,folk
0.974,0.344,0.173,2.23e-06,2,0.0806,-11.199,1,0.0398,133.014,0.35,folk
0.817,0.396,0.565,1.61e-05,4,0.778,-8.659,1,0.033,112.116,0.426,folk
0.562,0.565,0.485,2.04e-06,9,0.217,-11.136,1,0.0539,117.781,0.918,folk
0.000282,0.908,0.621,5.39e-05,1,0.0958,-6.638,0,0.102,150.011,0.421,hip-hop
0.0332,0.754,0.449,8.29e-05,7,0.552,-9.211,1,0.109,77.169,0.357,hip-hop
0.00513,0.834,0.73,0.0,8,0.124,-3.714,1,0.222,155.008,0.446,hip-hop
0.0221,0.741,0.691,0.0,10,0.0476,-7.395,0,0.0672,150.087,0.892,hip-hop
0.0742,0.796,0.766,0.0,7,0.0827,-5.974,1,0.238,110.034,0.558,hip-hop
0.47,0.889,0.818,0.0,9,0.179,-4.639,1,0.253,96.063,0.782,hip-hop
0.0161,0.542,0.914,0.0,0,0.744,-4.747,0,0.113,153.993,0.576,hip-hop
0.16,0.816,0.775,0.00031,11,0.0543,-3.323,1,0.234,93.431,0.527,hip-hop
0.0102,0.833,0.434,0.0219,2,0.165,-8.795,1,0.431,150.062,0.281,hip-hop
0.0302,0.949,0.661,0.0,5,0.0454,-4.244,0,0.0572,104.504,0.76,hip-hop
0.0371,0.78,0.768,2.34e-06,6,0.518,-4.325,0,0.238,80.063,0.507,hip-hop
0.00286,0.908,0.669,0.0,7,0.237,-2.827,1,0.0738,112.238,0.662,hip-hop
0.0622,0.548,0.847,0.0,1,0.0816,-3.237,1,0.186,171.447,0.1,hip-hop
0.529,0.855,0.954,0.0,0,0.205,-1.19,0,0.264,114.635,0.668,hip-hop
0.47,0.889,0.818,0.0,9,0.179,-4.639,1,0.253,96.063,0.782,hip-hop
0.43,0.78,0.575,0.0,9,0.143,-7.247,0,0.273,84.492,0.773,hip-hop
0.145,0.901,0.697,0.0,9,0.287,-3.439,1,0.28,93.941,0.67,hip-hop
0.0304,0.763,0.85,1.21e-06,7,0.371,-3.052,1,0.0417,91.519,0.761,hip-hop
0.371,0.773,0.54,0.0,6,0.131,-7.123,1,0.103,84.115,0.322,hip-hop
0.00239,0.801,0.91,0.000891,2,0.0737,-6.566,1,0.225,87.277,0.805,hip-hop
0.0293,0.872,0.723,0.0,1,0.327,-5.968,1,0.247,93.279,0.843,hip-hop
0.0394,0.665,0.91,0.0,6,0.227,-4.682,0,0.223,84.099,0.887,hip-hop
0.274,0.678,0.794,1.68e-06,10,0.124,-6.186,0,0.14,87.374,0.54,hip-hop
0.555,0.512,0.514,0.00958,11,0.126,-11.562,0,0.387,181.033,0.565,hip-hop
0.0353,0.822,0.509,7.26e-06,8,0.771,-12.31,0,0.415,102.007,0.823,hip-hop
0.143,0.843,0.806,0.0,4,0.0771,-5.946,0,0.269,94.948,0.613,hip-hop
0.0555,0.746,0.978,4.11e-05,9,0.026,-5.324,1,0.0978,153.809,0.653,hip-hop
0.103,0.727,0.974,0.000532,4,0.174,-2.261,0,0.0664,79.526,0.965,hip-hop
0.00182,0.669,0.821,0.0,11,0.147,-4.37,0,0.29,94.895,0.684,hip-hop
0.16,0.816,0.775,0.00031,11,0.0543,-3.323,1,0.234,93.431,0.527,hip-hop
0.0827,0.924,0.74,0.0,8,0.163,-1.299,1,0.0774,133.974,0.621,hip-hop
0.0281,0.922,0.909,0.0,10,0.0856,-2.429,0,0.27,95.295,0.309,hip-hop
0.255,0.899,0.713,0.0,6,0.0708,-2.752,0,0.366,90.051,0.777,hip-hop
0.0521,0.712,0.772,4.35e-06,10,0.0368,-3.024,0,0.346,84.722,0.848,hip-hop
0.0253,0.613,0.574,3.13e-05,11,0.38,-7.961,1,0.467,125.18,0.755,hip-hop
0.0742,0.796,0.766,0.0,7,0.0827,-5.974,1,0.238,110.034,0.558,hip-hop
0.000282,0.908,0.621,5.39e-05,1,0.0958,-6.638,0,0.102,150.011,0.421,hip-hop
0.00454,0.638,0.523,0.0,1,0.0842,-6.664,1,0.357,139.913,0.422,hip-hop
0.0709,0.716,0.531,0.0,7,0.22,-7.355,1,0.157,71.972,0.335,hip-hop
0.00589,0.884,0.657,0.0,6,0.154,-4.569,0,0.0977,107.059,0.489,hip-hop
0.00625,0.693,0.445,0.000234,8,0.0899,-5.892,1,0.257,74.044,0.199,hip-hop
0.0161,0.542,0.914,0.0,0,0.744,-4.747,0,0.113,153.993,0.576,hip-hop
0.0056,0.617,0.716,0.0,1,0.408,-7.858,1,0.136,104.014,0.496,hip-hop
0.0195,0.629,0.696,0.0,1,0.0554,-5.572,0,0.348,93.034,0.623,hip-hop
0.219,0.374,0.568,0.00219,1,0.513,-3.825,0,0.109,84.733,0.111,hip-hop
0.0122,0.587,0.62,0.0,5,0.82,-6.133,0,0.042,79.928,0.106,hip-hop
0.614,0.637,0.834,0.0,3,0.317,-4.686,0,0.323,87.312,0.715,hip-hop
0.00513,0.834,0.73,0.0,8,0.124,-3.714,1,0.222,155.008,0.446,hip-hop
0.0847,0.841,0.728,0.0,7,0.149,-3.37,1,0.0484,130.049,0.43,hip-hop
0.00787,0.714,0.527,0.00015,1,0.124,-5.046,1,0.0322,131.046,0.123,hip-hop
0.0332,0.754,0.449,8.29e-05,7,0.552,-9.211,1,0.109,77.169,0.357,hip-hop
0.00258,0.891,0.628,0.00019,2,0.0504,-7.863,1,0.0551,134.966,0.552,hip-hop
0.00776,0.792,0.625,0.0018,1,0.329,-5.609,1,0.0536,103.967,0.37,hip-hop
0.0891,0.585,0.909,9.7e-05,8,0.119,-6.474,1,0.0707,93.372,0.758,hip-hop
0.0227,0.947,0.626,3.37e-06,1,0.0853,-10.106,1,0.205,100.6,0.724,hip-hop
0.185,0.917,0.692,1.09e-05,2,0.0686,-11.665,1,0.244,111.782,0.819,hip-hop
0.00484,0.797,0.582,2.04e-06,2,0.517,-12.97,1,0.255,105.974,0.415,hip-hop
0.0461,0.834,0.878,0.0,8,0.334,-9.484,1,0.15,102.848,0.418,hip-hop
0.0193,0.859,0.75,0.0,8,0.0538,-8.325,0,0.303,98.691,0.857,hip-hop
0.0953,0.603,0.762,1.53e-05,4,0.478,-7.744,0,0.285,94.726,0.379,hip-hop
0.19,0.888,0.632,0.0,1,0.101,-3.872,1,0.219,91.979,0.662,hip-hop
0.00643,0.464,0.687,2.47e-06,9,0.32,-7.623,1,0.0858,91.064,0.458,hip-hop
0.039,0.754,0.825,0.0,10,0.0744,-5.366,0,0.194,95.073,0.64,hip-hop
0.0564,0.88,0.577,1.02e-06,10,0.201,-8.093,0,0.301,90.993,0.74,hip-hop
0.0957,0.884,0.679,0.00209,10,0.0289,-5.857,0,0.282,76.993,0.591,hip-hop
0.00661,0.494,0.887,0.0,6,0.103,-4.297,0,0.398,89.554,0.548,hip-hop
0.0295,0.491,0.956,0.0,11,0.46,-1.538,1,0.392,173.585,0.811,hip-hop
0.0538,0.487,0.729,4.09e-06,2,0.44,-6.815,1,0.271,91.066,0.217,hip-hop
0.158,0.778,0.569,0.0,6,0.246,-9.985,0,0.378,135.958,0.642,hip-hop
0.0395,0.837,0.636,0.00125,1,0.342,-7.643,1,0.086,145.972,0.274,hip-hop
0.00908,0.703,0.709,0.0,9,0.127,-6.452,1,0.402,140.998,0.569,hip-hop
0.015,0.884,0.347,7e-06,8,0.0871,-8.227,0,0.35,75.016,0.376,hip-hop
0.0102,0.833,0.434,0.0219,2,0.165,-8.795,1,0.431,150.062,0.281,hip-hop
0.067,0.795,0.574,0.0,2,0.15,-6.903,0,0.487,142.053,0.537,hip-hop
0.168,0.745,0.617,0.0,6,0.389,-7.22,0,0.144,125.98,0.185,hip-hop
0.00264,0.732,0.75,0.0,11,0.109,-6.366,0,0.231,155.096,0.401,hip-hop
0.349,0.511,0.566,0.0,6,0.34,-7.23,0,0.2,83.903,0.218,hip-hop
0.0769,0.671,0.529,0.000335,0,0.0856,-7.226,1,0.307,161.989,0.203,hip-hop
0.0533,0.878,0.619,0.0,6,0.113,-5.56,1,0.102,136.041,0.639,hip-hop
0.124,0.585,0.52,7.75e-05,5,0.131,-6.136,0,0.0713,159.798,0.129,hip-hop
0.215,0.63,0.804,0.0,6,0.253,-4.183,1,0.0364,123.146,0.492,hip-hop
0.233,0.675,0.561,0.0,7,0.0793,-7.678,1,0.0352,130.098,0.309,hip-hop
0.194,0.729,0.625,0.00986,4,0.248,-5.266,1,0.0315,146.034,0.261,hip-hop
0.0114,0.791,0.582,0.0,11,0.35,-7.323,0,0.286,162.991,0.443,hip-hop
0.258,0.785,0.903,0.0,2,0.169,-4.184,1,0.21,139.98,0.565,hip-hop
0.0659,0.926,0.703,0.0,11,0.231,-6.337,0,0.103,125.022,0.485,hip-hop
0.0194,0.935,0.454,0.0,1,0.0824,-7.509,1,0.375,133.073,0.357,hip-hop
0.0252,0.843,0.741,0.0,11,0.096,-5.609,1,0.334,168.983,0.68,hip-hop
0.033,0.447,0.848,7.46e-05,2,0.65,-6.175,1,0.222,172.253,0.485,hip-hop
0.271,0.723,0.86,4.56e-06,11,0.598,-4.357,1,0.203,126.979,0.667,hip-hop
0.135,0.747,0.716,0.0,11,0.251,-2.457,0,0.0751,125.006,0.751,hip-hop
0.0668,0.964,0.605,7.78e-06,9,0.214,-6.223,1,0.179,129.996,0.646,hip-hop
0.00244,0.628,0.692,0.0129,2,0.668,-5.64,1,0.202,124.887,0.0963,hip-hop
0.111,0.902,0.582,3.18e-06,5,0.111,-5.902,0,0.109,107.005,0.332,hip-hop
0.0221,0.741,0.691,0.0,10,0.0476,-7.395,0,0.0672,150.087,0.892,hip-hop
0.0113,0.538,0.783,0.0,11,0.281,-2.565,0,0.222,75.388,0.553,hip-hop
0.00783,0.773,0.422,0.00693,1,0.129,-4.572,0,0.187,77.502,0.488,hip-hop
0.0852,0.897,0.662,0.0,1,0.534,-6.903,0,0.292,112.509,0.39,hip-hop
0.0127,0.59,0.618,0.0,1,0.244,-5.756,1,0.334,96.459,0.153,hip-hop
0.215,0.877,0.516,0.0,2,0.143,-5.426,0,0.0706,119.996,0.255,hip-hop
0.324,0.69,0.521,0.0,10,0.0534,-8.492,0,0.339,100.028,0.494,hip-hop
0.324,0.667,0.608,0.000198,1,0.426,-7.054,1,0.216,99.992,0.475,hip-hop
0.0697,0.495,0.722,0.0,6,0.113,-8.108,0,0.357,175.627,0.539,hip-hop
0.149,0.837,0.364,0.0,8,0.271,-11.713,1,0.276,123.984,0.463,hip-hop
0.0246,0.841,0.733,0.0,1,0.174,-5.077,1,0.142,130.009,0.284,hip-hop
0.0651,0.797,0.844,0.0,11,0.087,-5.482,1,0.275,170.142,0.52,hip-hop
0.0609,0.854,0.569,0.0816,5,0.1,-8.151,0,0.106,80.015,0.294,hip-hop
0.194,0.598,0.252,0.133,2,0.0992,-15.086,1,0.0644,120.064,0.0352,hip-hop
0.193,0.415,0.831,0.0,10,0.0768,-6.837,0,0.36,139.63,0.583,hip-hop
0.0239,0.853,0.693,0.0,1,0.11,-6.87,1,0.275,95.967,0.662,hip-hop
0.369,0.689,0.481,1.03e-06,10,0.0649,-7.503,1,0.0815,80.025,0.283,hip-hop
0.0331,0.794,0.523,0.0,8,0.156,-7.829,1,0.161,86.307,0.56,hip-hop
0.38,0.747,0.571,0.0,11,0.534,-7.916,1,0.478,172.104,0.553,hip-hop
0.156,0.777,0.778,1.08e-06,9,0.196,-6.349,1,0.136,109.925,0.437,hip-hop
0.737,0.559,0.716,0.0,11,0.252,-3.964,0,0.39,176.618,0.504,hip-hop
0.145,0.367,0.665,0.0,1,0.113,-2.821,1,0.0465,148.913,0.31,hip-hop
0.0515,0.79,0.647,0.0,10,0.248,-5.983,0,0.136,87.999,0.654,hip-hop
0.0011,0.766,0.809,0.0,1,0.168,-6.123,1,0.279,130.127,0.325,hip-hop
0.118,0.724,0.573,0.0,7,0.538,-4.113,1,0.0549,113.088,0.438,hip-hop
0.0114,0.552,0.846,0.0,9,0.309,-4.912,1,0.342,98.56,0.554,hip-hop
0.0381,0.639,0.628,0.0,6,0.386,-7.578,0,0.0398,90.482,0.43,hip-hop
0.0209,0.807,0.726,0.276,10,0.129,-8.435,0,0.252,96.12,0.616,hip-hop
0.0227,0.875,0.745,2.4e-06,1,0.287,-5.878,1,0.269,95.203,0.75,hip-hop
0.0146,0.763,0.786,0.0114,10,0.0817,-6.472,0,0.229,93.857,0.504,hip-hop
0.125,0.813,0.703,1.26e-06,11,0.237,-5.077,0,0.268,94.828,0.241,hip-hop
0.304,0.849,0.521,1.65e-06,11,0.115,-12.999,0,0.216,95.265,0.763,hip-hop
0.0455,0.677,0.539,1.84e-06,7,0.845,-14.439,1,0.063,95.116,0.469,hip-hop
0.039,0.819,0.624,0.0,11,0.101,-14.076,1,0.212,88.154,0.802,hip-hop
0.33,0.798,0.744,0.000106,7,0.292,-5.328,0,0.136,82.356,0.794,hip-hop
0.031,0.934,0.735,8.6e-06,1,0.107,-6.668,1,0.251,101.368,0.768,hip-hop
0.0977,0.747,0.52,0.0537,10,0.142,-10.523,0,0.0357,92.869,0.601,hip-hop
0.209,0.584,0.706,0.0,10,0.125,-7.899,0,0.366,174.039,0.579,hip-hop
0.00864,0.906,0.623,4.19e-06,1,0.0753,-6.711,0,0.303,99.498,0.715,hip-hop
0.443,0.82,0.809,0.00175,4,0.0613,-6.759,0,0.251,83.011,0.737,hip-hop
0.0964,0.794,0.614,0.0,5,0.0788,-5.352,0,0.0467,80.569,0.663,hip-hop
0.158,0.772,0.644,4.14e-06,10,0.366,-6.318,0,0.265,82.05,0.388,hip-hop
0.0275,0.67,0.496,0.0,5,0.104,-14.029,0,0.0907,166.758,0.713,hip-hop
0.0453,0.865,0.665,0.0,7,0.224,-6.289,1,0.073,111.113,0.331,hip-hop
0.279,0.924,0.791,0.0,0,0.0649,-5.401,1,0.0682,105.09,0.881,hip-hop
0.397,0.609,0.731,0.0,9,0.664,-6.846,1,0.322,91.778,0.685,hip-hop
0.0405,0.856,0.696,8.75e-06,6,0.0901,-3.51,1,0.226,89.738,0.718,hip-hop
0.0128,0.845,0.884,2.1e-06,6,0.203,-4.506,0,0.0759,104.536,0.904,hip-hop
0.145,0.901,0.697,0.0,9,0.287,-3.439,1,0.28,93.941,0.67,hip-hop
0.177,0.682,0.92,0.00158,10,0.0443,-1.544,1,0.278,82.228,0.835,hip-hop
0.533,0.797,0.75,0.108,0,0.095,-9.369,1,0.247,177.87,0.74,hip-hop
0.0778,0.884,0.677,0.0,1,0.0732,-5.603,1,0.283,101.868,0.584,hip-hop
0.0311,0.904,0.813,0.00697,4,0.0471,-7.105,0,0.121,125.461,0.81,hip-hop
0.0268,0.765,0.289,1.77e-06,4,0.562,-17.125,0,0.147,92.413,0.501,hip-hop
0.245,0.544,0.428,0.0,10,0.0899,-13.392,0,0.514,89.129,0.524,hip-hop
0.137,0.681,0.505,0.0,1,0.234,-11.709,1,0.138,89.953,0.399,hip-hop
0.0393,0.535,0.505,0.0,2,0.0923,-8.926,0,0.245,99.935,0.495,hip-hop
0.127,0.894,0.634,0.0,10,0.388,-7.311,0,0.355,90.113,0.8,hip-hop
0.0483,0.828,0.801,0.000961,10,0.281,-4.571,0,0.175,94.0,0.788,hip-hop
0.0903,0.759,0.756,2.36e-06,4,0.265,-8.145,0,0.266,87.059,0.613,hip-hop
0.0287,0.754,0.785,0.00144,10,0.319,-8.178,0,0.18,94.123,0.821,hip-hop
0.00304,0.812,0.6,7.79e-06,7,0.173,-9.414,1,0.253,97.338,0.557,hip-hop
0.184,0.866,0.534,0.266,11,0.0929,-9.201,1,0.229,98.243,0.841,hip-hop
0.112,0.795,0.596,0.000176,2,0.111,-14.003,1,0.342,101.78,0.618,hip-hop
0.706,0.532,0.151,0.00136,0,0.116,-17.266,1,0.0376,136.759,0.211,jazz
0.539,0.454,0.26,0.00078,8,0.0675,-13.193,0,0.0401,174.322,0.598,jazz
0.694,0.277,0.242,0.464,4,0.113,-18.442,1,0.0342,175.384,0.285,jazz
0.453,0.668,0.26,0.0,7,0.0621,-14.256,1,0.0523,119.416,0.368,jazz
0.951,0.611,0.24,0.773,7,0.0815,-16.534,0,0.0387,102.436,0.586,jazz
0.808,0.421,0.0162,0.0024,2,0.0978,-25.358,0,0.0388,110.479,0.154,jazz
0.813,0.551,0.49,0.0,4,0.0832,-7.713,0,0.0613,74.031,0.721,jazz
0.907,0.542,0.32,0.649,8,0.0609,-9.975,1,0.0387,116.648,0.206,jazz
0.916,0.175,0.0695,0.00199,6,0.137,-21.295,0,0.0345,167.004,0.0998,jazz
0.976,0.659,0.113,0.88,10,0.179,-16.756,0,0.0569,95.063,0.738,jazz
0.706,0.532,0.151,0.00136,0,0.116,-17.266,1,0.0376,136.759,0.211,jazz
0.539,0.454,0.26,0.00078,8,0.0675,-13.193,0,0.0401,174.322,0.598,jazz
0.694,0.277,0.242,0.464,4,0.113,-18.442,1,0.0342,175.384,0.285,jazz
0.453,0.668,0.26,0.0,7,0.0621,-14.256,1,0.0523,119.416,0.368,jazz
0.951,0.611,0.24,0.773,7,0.0815,-16.534,0,0.0387,102.436,0.586,jazz
0.808,0.421,0.0162,0.0024,2,0.0978,-25.358,0,0.0388,110.479,0.154,jazz
0.813,0.551,0.49,0.0,4,0.0832,-7.713,0,0.0613,74.031,0.721,jazz
0.907,0.542,0.32,0.649,8,0.0609,-9.975,1,0.0387,116.648,0.206,jazz
0.916,0.175,0.0695,0.00199,6,0.137,-21.295,0,0.0345,167.004,0.0998,jazz
0.976,0.659,0.113,0.88,10,0.179,-16.756,0,0.0569,95.063,0.738,jazz
0.982,0.64,0.27,0.122,8,0.141,-11.429,1,0.0702,124.323,0.55,jazz
0.984,0.461,0.15,0.000902,8,0.105,-13.531,1,0.051,97.902,0.188,jazz
0.785,0.685,0.472,0.284,9,0.224,-9.691,0,0.0298,80.487,0.475,jazz
0.905,0.292,0.012,0.164,10,0.0813,-21.638,0,0.0393,170.106,0.133,jazz
0.706,0.532,0.151,0.00136,0,0.116,-17.266,1,0.0376,136.759,0.211,jazz
0.808,0.421,0.0162,0.0024,2,0.0978,-25.358,0,0.0388,110.479,0.154,jazz
0.771,0.499,0.149,0.00469,0,0.115,-18.305,1,0.0314,139.815,0.363,jazz
0.662,0.629,0.278,0.000229,8,0.106,-12.229,1,0.0329,128.453,0.503,jazz
0.899,0.348,0.0219,0.112,2,0.0906,-21.065,0,0.0427,178.698,0.225,jazz
0.439,0.553,0.546,0.000557,9,0.167,-7.459,0,0.0341,118.214,0.7,jazz
0.694,0.277,0.242,0.464,4,0.113,-18.442,1,0.0342,175.384,0.285,jazz
0.485,0.37,0.586,1.96e-06,5,0.348,-13.468,0,0.0581,121.573,0.519,jazz
0.186,0.417,0.42,0.00111,0,0.185,-13.046,0,0.06,147.143,0.517,jazz
0.905,0.292,0.012,0.164,10,0.0813,-21.638,0,0.0393,170.106,0.133,jazz
0.936,0.464,0.305,0.0848,3,0.208,-12.435,0,0.0316,107.854,0.281,jazz
0.539,0.454,0.26,0.00078,8,0.0675,-13.193,0,0.0401,174.322,0.598,jazz
0.851,0.588,0.4,0.352,7,0.11,-11.914,0,0.036,113.615,0.468,jazz
0.0723,0.65,0.496,0.88,7,0.119,-13.869,1,0.115,116.868,0.615,jazz
0.989,0.313,0.0437,0.148,6,0.209,-22.627,1,0.0315,100.827,0.0625,jazz
0.982,0.64,0.27,0.122,8,0.141,-11.429,1,0.0702,124.323,0.55,jazz
0.944,0.426,0.145,1.74e-05,8,0.238,-12.006,1,0.0334,108.218,0.24,jazz
0.916,0.175,0.0695,0.00199,6,0.137,-21.295,0,0.0345,167.004,0.0998,jazz
0.913,0.443,0.104,0.0,0,0.191,-17.042,1,0.101,76.474,0.394,jazz
0.573,0.655,0.31,0.0,0,0.119,-13.4,1,0.0866,121.999,0.665,jazz
0.726,0.271,0.165,1.54e-06,5,0.118,-20.652,1,0.0351,77.082,0.202,jazz
0.875,0.52,0.0405,0.000301,0,0.0845,-16.396,1,0.0663,70.136,0.28,jazz
0.842,0.0,0.405,0.00114,0,0.198,-9.935,1,0.0,0.0,0.0,jazz
0.584,0.472,0.378,0.0,0,0.332,-14.141,1,0.118,178.306,0.717,jazz
0.768,0.535,0.258,8.95e-05,7,0.115,-9.499,0,0.033,110.953,0.281,jazz
0.719,0.544,0.425,0.0186,10,0.964,-10.231,1,0.0346,84.443,0.348,jazz
0.804,0.612,0.493,0.266,5,0.202,-8.589,0,0.0467,126.358,0.484,jazz
0.0634,0.41,0.761,0.532,5,0.0994,-8.036,1,0.111,155.267,0.418,jazz
0.89,0.579,0.223,0.848,5,0.105,-22.061,1,0.0412,88.809,0.531,jazz
0.987,0.464,0.0266,0.879,0,0.0836,-20.338,1,0.0532,132.972,0.0659,jazz
0.937,0.395,0.121,0.405,9,0.697,-23.427,1,0.0325,114.396,0.138,jazz
