acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,genre
0.0301,0.868,0.744,0.00495,7,0.172,-8.565,1,0.0502,132.838,0.961,reggae
0.00342,0.779,0.408,0.000146,7,0.253,-9.205,1,0.22,127.942,0.433,reggae
0.0503,0.876,0.282,4.59e-05,7,0.0741,-12.618,1,0.319,130.958,0.801,reggae
0.34,0.801,0.641,4.5e-05,8,0.0693,-9.355,1,0.173,96.96,0.741,reggae
0.157,0.688,0.487,0.00304,9,0.0488,-8.256,1,0.174,146.035,0.926,reggae
0.0184,0.918,0.37,0.00166,11,0.0802,-11.807,0,0.0564,131.884,0.49,reggae
0.0117,0.706,0.591,0.000514,9,0.136,-8.513,1,0.0321,142.233,0.845,reggae
0.0309,0.623,0.848,0.00797,4,0.401,-7.594,0,0.0518,127.014,0.128,reggae
0.068,0.71,0.589,4.38e-06,0,0.176,-11.933,1,0.167,144.601,0.65,reggae
0.00156,0.865,0.654,1.53e-06,7,0.0543,-8.113,1,0.0731,127.513,0.706,reggae
0.0299,0.749,0.849,0.000168,4,0.115,-5.761,0,0.0544,145.169,0.959,reggae
0.0315,0.757,0.489,6.26e-05,4,0.103,-9.672,0,0.0628,136.435,0.805,reggae
0.319,0.462,0.918,0.191,7,0.0504,-6.194,1,0.0799,191.503,0.871,reggae
0.0224,0.3,0.877,3.69e-06,7,0.959,-5.238,1,0.13,73.945,0.721,reggae
0.039,0.824,0.366,0.106,7,0.0403,-10.96,1,0.145,73.949,0.895,reggae
0.122,0.87,0.299,0.0514,10,0.0926,-13.409,1,0.248,75.895,0.933,reggae
0.0234,0.807,0.564,0.00106,7,0.176,-7.834,1,0.0858,82.165,0.704,reggae
0.151,0.686,0.76,0.0123,7,0.0806,-5.875,1,0.036,144.462,0.852,reggae
0.7,0.399,0.212,0.000434,5,0.116,-16.03,1,0.0747,137.76,0.149,reggae
0.634,0.679,0.575,0.0,1,0.165,-8.037,1,0.0715,102.588,0.79,reggae
0.208,0.895,0.571,0.0,1,0.0781,-8.636,1,0.0501,128.171,0.933,reggae
0.0139,0.81,0.618,0.000254,7,0.0296,-10.581,1,0.0382,120.063,0.804,reggae
0.0184,0.782,0.386,0.0,2,0.0525,-15.443,1,0.0302,105.849,0.904,reggae
0.00106,0.888,0.401,0.0,1,0.322,-12.852,1,0.0495,110.421,0.723,reggae
0.101,0.866,0.564,0.0994,9,0.0977,-7.554,1,0.0902,101.683,0.876,reggae
0.184,0.801,0.435,0.0,10,0.0904,-9.33,1,0.0448,146.459,0.953,reggae
0.0344,0.599,0.564,0.689,8,0.233,-7.793,1,0.0766,75.095,0.665,reggae
0.833,0.831,0.583,0.414,3,0.184,-10.345,1,0.0301,109.634,0.968,reggae
0.0597,0.932,0.359,0.0,11,0.136,-12.958,0,0.0944,127.153,0.906,reggae
0.00719,0.864,0.347,0.0124,3,0.0619,-10.206,1,0.216,74.467,0.725,reggae
0.0624,0.681,0.713,0.0,7,0.0565,-6.736,1,0.105,73.618,0.893,reggae
0.183,0.825,0.62,0.0,2,0.0822,-6.083,1,0.211,150.243,0.744,reggae
0.0329,0.842,0.755,4.98e-05,10,0.0936,-5.023,0,0.0426,141.06,0.977,reggae
0.0326,0.683,0.653,8.42e-06,9,0.0578,-7.586,0,0.113,143.224,0.501,reggae
0.247,0.52,0.309,0.0,7,0.0985,-10.708,1,0.0308,97.567,0.822,reggae
0.71,0.814,0.57,1.81e-05,8,0.0795,-4.289,1,0.115,79.401,0.827,reggae
0.364,0.84,0.535,0.0141,5,0.0722,-9.366,1,0.0644,79.716,0.885,reggae
0.213,0.888,0.306,0.0,0,0.0535,-12.753,1,0.0728,79.885,0.602,reggae
0.106,0.649,0.581,0.0,8,0.0321,-12.161,1,0.0432,148.887,0.984,reggae
0.222,0.843,0.528,2.62e-06,10,0.0752,-12.474,1,0.0448,128.491,0.961,reggae
0.265,0.777,0.458,0.00295,11,0.0423,-12.358,1,0.0841,99.05,0.961,reggae
0.502,0.617,0.516,0.0,3,0.0748,-12.331,1,0.0467,159.488,0.967,reggae
0.218,0.703,0.393,0.0,0,0.216,-12.995,1,0.0778,165.902,0.659,reggae
0.686,0.793,0.378,0.232,7,0.102,-14.106,1,0.0667,106.867,0.798,reggae
0.181,0.955,0.324,0.05,0,0.0756,-15.105,1,0.211,122.211,0.96,reggae
0.459,0.805,0.418,0.0,7,0.288,-14.374,1,0.0978,149.737,0.966,reggae
0.141,0.742,0.42,0.0,8,0.094,-14.677,1,0.0792,149.734,0.973,reggae
0.0498,0.751,0.473,0.00133,6,0.0896,-10.641,0,0.242,164.889,0.424,reggae
0.33,0.699,0.775,0.0,0,0.121,-5.936,1,0.123,82.058,0.58,reggae
0.14,0.755,0.251,0.0,2,0.194,-17.467,0,0.0912,79.916,0.837,reggae
0.332,0.817,0.271,0.0,0,0.0755,-16.549,1,0.554,153.659,0.57,reggae
0.0192,0.804,0.577,0.884,1,0.0955,-11.39,1,0.0441,131.968,0.429,reggae
0.194,0.812,0.738,0.275,9,0.0765,-4.61,0,0.112,77.279,0.937,reggae
0.0447,0.789,0.674,0.948,8,0.133,-8.266,0,0.0509,133.104,0.929,reggae
0.519,0.885,0.599,0.88,10,0.0799,-5.273,0,0.0716,133.098,0.752,reggae
0.122,0.789,0.502,3.29e-05,9,0.0694,-11.898,0,0.0564,140.292,0.898,reggae
0.321,0.696,0.476,5.3e-05,2,0.0831,-12.709,1,0.113,134.808,0.816,reggae
0.0913,0.709,0.375,5.49e-05,9,0.114,-14.439,0,0.0955,132.088,0.869,reggae
0.0326,0.8,0.548,0.0054,1,0.0633,-16.243,1,0.0528,134.942,0.925,reggae
0.000339,0.806,0.282,0.655,6,0.0866,-17.538,0,0.0473,137.301,0.821,reggae
0.0432,0.712,0.561,0.0,2,0.286,-11.238,1,0.203,79.757,0.601,reggae
0.0176,0.846,0.564,0.026,4,0.0713,-10.915,0,0.0981,131.25,0.708,reggae
0.462,0.683,0.736,1.81e-05,6,0.775,-10.53,0,0.0361,88.243,0.822,reggae
0.161,0.883,0.733,0.00026,11,0.334,-9.153,0,0.128,95.107,0.946,reggae
0.0961,0.95,0.554,0.0,8,0.226,-10.329,1,0.0744,136.537,0.909,reggae
0.224,0.802,0.82,0.0,2,0.293,-9.196,1,0.0334,128.955,0.977,reggae
0.00954,0.874,0.491,0.00629,6,0.0484,-7.737,0,0.121,74.099,0.364,reggae
0.0141,0.889,0.453,0.000205,4,0.202,-8.598,0,0.221,100.358,0.437,reggae
0.188,0.818,0.705,0.00791,1,0.1,-7.685,1,0.141,147.318,0.458,reggae
0.000907,0.686,0.641,0.0,5,0.157,-14.832,0,0.0525,144.448,0.841,reggae
0.0179,0.759,0.345,0.0,2,0.307,-11.683,1,0.0679,82.961,0.68,reggae
0.000914,0.744,0.501,1.67e-05,9,0.0518,-14.759,1,0.0604,160.073,0.801,reggae
0.464,0.645,0.609,0.0,10,0.105,-9.45,0,0.508,90.762,0.631,reggae
0.82,0.569,0.646,9.87e-06,0,0.422,-13.675,1,0.281,96.572,0.923,reggae
0.0287,0.778,0.594,0.0,4,0.054,-11.156,0,0.333,179.967,0.596,reggae
0.0187,0.835,0.612,0.0,5,0.1,-7.73,1,0.148,145.867,0.646,reggae
0.0231,0.82,0.683,0.0,4,0.217,-7.686,1,0.0613,134.916,0.795,reggae
0.0633,0.789,0.801,0.0,9,0.0989,-8.87,1,0.0472,138.084,0.942,reggae
0.231,0.585,0.851,0.0,9,0.426,-5.252,1,0.432,78.576,0.881,reggae
0.0447,0.854,0.526,0.0,0,0.0947,-8.33,1,0.158,137.949,0.695,reggae
0.0208,0.836,0.661,0.0,7,0.449,-6.502,0,0.338,76.71,0.753,reggae
0.123,0.724,0.696,0.0,1,0.106,-6.326,1,0.201,93.607,0.433,reggae
0.206,0.794,0.636,0.0179,4,0.0805,-8.093,0,0.0416,124.214,0.304,reggae
0.00119,0.556,0.881,0.0,7,0.0709,-2.224,1,0.082,104.973,0.337,reggae
0.0573,0.782,0.687,0.0,11,0.0718,-6.69,1,0.109,97.014,0.802,reggae
0.0136,0.743,0.576,0.0,9,0.0613,-6.244,0,0.163,77.958,0.628,reggae
0.0291,0.624,0.873,0.0,9,0.0371,-4.355,1,0.407,155.624,0.718,reggae
0.014,0.496,0.786,0.0,1,0.639,-6.05,0,0.318,153.448,0.731,reggae
0.203,0.861,0.405,0.0,6,0.103,-8.84,0,0.0532,116.831,0.54,reggae
0.105,0.687,0.614,1.58e-06,11,0.134,-5.486,0,0.0427,152.037,0.71,reggae
0.0258,0.92,0.319,0.0,4,0.105,-7.965,0,0.0372,113.986,0.439,reggae
0.0333,0.803,0.536,1.34e-05,9,0.175,-5.14,1,0.0386,126.038,0.592,reggae
0.156,0.663,0.697,0.0224,0,0.0663,-9.442,1,0.0473,166.001,0.744,reggae
0.0154,0.625,0.686,0.0499,9,0.0932,-8.337,0,0.0309,139.817,0.556,reggae
0.0104,0.76,0.702,0.0,10,0.38,-9.404,0,0.0716,92.324,0.659,reggae
0.0101,0.647,0.825,0.0,6,0.101,-6.939,0,0.0492,108.988,0.936,reggae
0.0268,0.682,0.765,3.42e-05,1,0.188,-5.021,0,0.0395,90.807,0.567,reggae
0.00877,0.804,0.696,0.000985,7,0.314,-7.47,1,0.0899,95.721,0.657,reggae
0.0623,0.69,0.681,0.0,9,0.137,-5.653,1,0.0379,75.034,0.911,reggae
0.0149,0.753,0.484,0.0,9,0.135,-7.519,1,0.258,79.668,0.597,reggae
0.00469,0.761,0.687,0.00532,7,0.245,-6.185,1,0.131,95.089,0.316,reggae
0.0854,0.801,0.548,0.000232,11,0.387,-5.482,0,0.0516,92.059,0.627,reggae
0.0362,0.708,0.757,0.0,7,0.17,-5.121,1,0.0791,80.976,0.552,reggae
0.00532,0.746,0.665,0.000804,2,0.155,-6.106,1,0.0963,79.022,0.751,reggae
0.0294,0.786,0.803,0.0,0,0.224,-6.59,1,0.205,173.029,0.949,reggae
0.236,0.781,0.722,0.000398,7,0.077,-8.376,1,0.0667,87.858,0.533,reggae
0.0422,0.734,0.924,9.87e-06,1,0.224,-3.335,0,0.165,170.58,0.907,reggae
0.0738,0.551,0.677,0.0,10,0.0473,-8.695,0,0.0576,166.037,0.869,reggae
0.0128,0.714,0.825,0.000569,11,0.049,-5.447,0,0.0751,94.074,0.751,reggae
0.00875,0.69,0.889,1.03e-05,4,0.0904,-5.074,0,0.0595,125.958,0.538,reggae
0.0514,0.757,0.791,0.000186,0,0.0895,-6.706,1,0.049,98.008,0.821,reggae
0.242,0.867,0.538,1.75e-05,2,0.316,-16.183,1,0.361,158.328,0.781,reggae
0.0561,0.853,0.606,0.0,0,0.313,-4.596,1,0.072,94.753,0.653,reggae
0.116,0.74,0.766,0.0,6,0.0406,-2.939,1,0.178,170.531,0.807,reggae
0.485,0.849,0.832,0.0,0,0.343,-7.83,1,0.128,124.558,0.939,reggae
0.0624,0.753,0.516,0.0,10,0.269,-5.582,1,0.0812,85.996,0.673,reggae
0.106,0.951,0.6,0.0,0,0.0712,-4.675,0,0.0685,125.04,0.822,reggae
0.145,0.95,0.803,0.0,1,0.0748,-4.195,1,0.151,117.0,0.86,reggae
0.141,0.778,0.761,4.6e-05,2,0.0441,-5.529,1,0.0525,107.288,0.923,reggae
0.0811,0.757,0.78,0.0,1,0.113,-5.038,1,0.319,97.917,0.589,reggae
0.103,0.765,0.666,0.0,7,0.116,-5.384,1,0.172,87.002,0.757,reggae
0.000624,0.718,0.776,5.3e-06,7,0.207,-5.208,0,0.0693,120.015,0.622,reggae
0.664,0.624,0.451,0.0,2,0.308,-8.676,1,0.563,89.032,0.831,reggae
0.000755,0.741,0.79,0.0,2,0.0345,-5.056,1,0.284,185.779,0.806,reggae
0.321,0.69,0.62,2.81e-05,8,0.0889,-3.583,1,0.06,66.859,0.497,reggae
0.73,0.608,0.568,0.0,8,0.191,-8.185,1,0.349,119.841,0.47,reggae
0.0462,0.58,0.683,0.0,1,0.199,-5.754,1,0.0454,82.161,0.639,reggae
0.0919,0.649,0.746,0.0,10,0.054,-3.707,1,0.218,89.668,0.565,reggae
0.034,0.644,0.762,0.0,11,0.122,-2.192,1,0.317,58.736,0.889,reggae
0.086,0.627,0.617,0.0,5,0.215,-5.314,0,0.31,178.406,0.88,reggae
0.0552,0.782,0.744,1.42e-05,7,0.701,-6.164,1,0.0806,81.067,0.7,reggae
0.429,0.911,0.565,0.0,9,0.0802,-6.209,0,0.0718,96.012,0.751,reggae
0.0686,0.796,0.675,0.0,8,0.0286,-6.382,1,0.0916,148.104,0.935,reggae
0.16,0.798,0.73,0.0,1,0.215,-5.992,0,0.0966,92.0,0.91,reggae
0.0748,0.739,0.658,2.14e-06,0,0.101,-5.462,1,0.0762,77.999,0.707,reggae
0.0199,0.684,0.627,0.0,8,0.131,-7.032,1,0.0578,140.074,0.831,reggae
0.0337,0.907,0.638,1.69e-05,10,0.0725,-7.917,0,0.256,99.958,0.789,reggae
0.0466,0.501,0.675,0.0,10,0.147,-6.782,0,0.265,98.823,0.643,reggae
0.178,0.856,0.721,2.14e-05,6,0.0913,-6.813,0,0.0779,100.98,0.902,reggae
0.149,0.779,0.72,0.0,6,0.212,-4.702,0,0.2,94.021,0.62,reggae
0.118,0.754,0.638,0.0,5,0.204,-7.951,0,0.303,90.137,0.437,reggae
0.156,0.758,0.786,0.0,4,0.0658,-4.897,0,0.108,83.495,0.786,reggae
0.37,0.475,0.815,0.0,2,0.107,-4.698,1,0.301,103.987,0.479,reggae
0.309,0.602,0.504,0.000331,4,0.0648,-10.048,0,0.0297,181.964,0.492,reggae
0.419,0.903,0.408,0.00249,0,0.0545,-9.425,1,0.19,125.815,0.736,reggae
0.0222,0.812,0.639,0.156,6,0.0856,-8.116,0,0.0612,135.165,0.905,reggae
0.0639,0.792,0.415,0.0,9,0.076,-8.979,1,0.117,74.332,0.699,reggae
0.239,0.835,0.648,6.14e-05,9,0.0484,-10.355,1,0.201,91.72,0.819,reggae
0.0496,0.787,0.53,2.17e-05,6,0.177,-8.715,0,0.0957,81.589,0.863,reggae
0.0343,0.827,0.601,2.67e-05,11,0.0565,-8.828,1,0.0636,97.548,0.83,reggae
0.218,0.837,0.666,5.33e-06,2,0.134,-7.187,1,0.132,96.083,0.78,reggae
0.0638,0.891,0.399,2.06e-05,4,0.0842,-10.087,0,0.348,133.217,0.822,reggae
0.133,0.779,0.488,1.89e-05,11,0.0643,-9.612,0,0.231,135.87,0.853,reggae
0.067,0.704,0.38,2.96e-06,10,0.0765,-12.16,1,0.423,76.298,0.711,reggae
0.163,0.906,0.587,1.52e-06,9,0.0433,-8.176,0,0.223,142.103,0.751,reggae
0.0901,0.932,0.611,0.00156,9,0.0467,-8.278,1,0.0853,125.238,0.77,reggae
0.191,0.904,0.431,0.00179,11,0.0928,-10.14,0,0.116,127.57,0.751,reggae
0.12,0.901,0.478,1.05e-05,0,0.165,-7.39,1,0.237,121.244,0.828,reggae
0.271,0.411,0.404,0.0,0,0.3,-9.928,0,0.0511,71.068,0.226,rock
0.58,0.338,0.34,0.0032,9,0.116,-12.049,0,0.0339,82.433,0.197,rock
2.55e-05,0.502,0.912,0.000173,1,0.106,-4.556,1,0.0564,116.761,0.72,rock
0.011,0.31,0.7,0.00965,9,0.0828,-5.678,1,0.047,188.386,0.763,rock
0.15,0.472,0.366,0.312,11,0.0837,-12.595,0,0.0286,127.163,0.171,rock
0.0026,0.569,0.838,0.00836,6,0.0628,-8.421,0,0.0302,123.299,0.615,rock
0.09,0.445,0.952,0.0843,6,0.112,-5.321,1,0.0522,125.304,0.624,rock
0.061,0.574,0.913,0.00158,6,0.156,-4.793,0,0.133,115.728,0.423,rock
0.397,0.392,0.476,0.000163,1,0.309,-7.583,1,0.0249,78.031,0.234,rock
0.0493,0.464,0.795,0.00244,1,0.399,-9.267,1,0.0926,158.691,0.612,rock
0.271,0.411,0.404,0.0,0,0.3,-9.928,0,0.0511,71.068,0.226,rock
0.58,0.338,0.34,0.0032,9,0.116,-12.049,0,0.0339,82.433,0.197,rock
2.55e-05,0.502,0.912,0.000173,1,0.106,-4.556,1,0.0564,116.761,0.72,rock
0.011,0.31,0.7,0.00965,9,0.0828,-5.678,1,0.047,188.386,0.763,rock
0.15,0.472,0.366,0.312,11,0.0837,-12.595,0,0.0286,127.163,0.171,rock
0.0026,0.569,0.838,0.00836,6,0.0628,-8.421,0,0.0302,123.299,0.615,rock
0.09,0.445,0.952,0.0843,6,0.112,-5.321,1,0.0522,125.304,0.624,rock
0.061,0.574,0.913,0.00158,6,0.156,-4.793,0,0.133,115.728,0.423,rock
0.397,0.392,0.476,0.000163,1,0.309,-7.583,1,0.0249,78.031,0.234,rock
0.0493,0.464,0.795,0.00244,1,0.399,-9.267,1,0.0926,158.691,0.612,rock
0.00165,0.619,0.67,0.0109,11,0.331,-10.322,0,0.0353,129.269,0.777,rock
0.00889,0.349,0.985,0.561,10,0.36,-5.676,0,0.122,151.007,0.322,rock
0.00287,0.532,0.767,0.000513,7,0.39,-5.509,1,0.0574,127.361,0.755,rock
0.05,0.294,0.745,0.125,5,0.676,-9.138,1,0.0461,134.364,0.347,rock
0.0263,0.551,0.914,1.35e-05,0,0.347,-4.063,0,0.0465,119.994,0.543,rock
0.0607,0.699,0.502,0.0337,9,0.317,-12.526,1,0.0278,105.267,0.676,rock
0.00255,0.438,0.805,5.69e-05,8,0.0842,-6.237,1,0.0624,113.253,0.564,rock
0.00016,0.5,0.824,0.00161,4,0.0916,-5.846,0,0.0388,120.125,0.539,rock
0.011,0.31,0.7,0.00965,9,0.0828,-5.678,1,0.047,188.386,0.763,rock
0.061,0.574,0.913,0.00158,6,0.156,-4.793,0,0.133,115.728,0.423,rock
0.000147,0.502,0.89,0.0117,4,0.217,-5.175,1,0.0364,133.52,0.259,rock
0.00532,0.389,0.873,0.0055,4,0.273,-4.768,0,0.0475,106.767,0.303,rock
0.000239,0.457,0.904,0.0879,2,0.396,-5.303,1,0.0747,141.038,0.48,rock
0.153,0.754,0.759,0.000108,9,0.101,-5.218,1,0.302,126.366,0.435,rock
0.00287,0.532,0.767,0.000513,7,0.39,-5.509,1,0.0574,127.361,0.755,rock
0.000376,0.37,0.919,0.419,4,0.49,-5.721,1,0.102,134.021,0.471,rock
0.000647,0.543,0.836,0.431,4,0.153,-9.11,0,0.0353,105.173,0.56,rock
0.0026,0.569,0.838,0.00836,6,0.0628,-8.421,0,0.0302,123.299,0.615,rock
0.00563,0.518,0.858,0.00349,0,0.0598,-6.147,1,0.0672,117.897,0.249,rock
0.000666,0.439,0.691,0.0777,7,0.423,-9.158,1,0.0608,103.281,0.433,rock
0.000848,0.625,0.876,0.00198,7,0.0639,-5.998,1,0.035,89.233,0.46,rock
2.02e-05,0.49,0.951,0.0027,1,0.0314,-3.777,1,0.0477,106.946,0.589,rock
0.0179,0.526,0.579,0.00861,7,0.216,-9.489,1,0.0257,139.496,0.211,rock
0.000249,0.29,0.977,0.257,4,0.0801,-5.487,1,0.169,100.919,0.166,rock
0.037,0.445,0.964,0.0132,9,0.0773,-5.493,1,0.282,140.817,0.448,rock
0.00022,0.481,0.928,0.558,11,0.106,-8.799,0,0.0672,96.699,0.427,rock
0.000237,0.354,0.982,0.000294,4,0.204,-3.026,0,0.168,143.772,0.194,rock
0.00269,0.568,0.981,0.00275,2,0.0243,-3.889,1,0.0887,135.146,0.307,rock
0.0177,0.291,0.974,5.44e-06,6,0.886,-2.997,0,0.171,134.724,0.348,rock
0.00208,0.382,0.996,0.0,7,0.417,-4.119,1,0.104,93.345,0.327,rock
0.00591,0.398,0.939,0.000881,9,0.357,-2.865,0,0.0648,92.027,0.235,rock
0.000118,0.427,0.946,0.0253,7,0.0604,-2.188,1,0.0469,101.305,0.237,rock
0.012,0.544,0.69,0.0095,6,0.0615,-5.723,0,0.0425,123.962,0.219,rock
5.8e-05,0.462,0.996,0.00377,11,0.139,-2.973,0,0.231,122.072,0.145,rock
0.000278,0.417,0.934,0.0015,7,0.132,-3.908,0,0.119,127.066,0.287,rock
0.000264,0.413,0.873,0.00249,8,0.204,-4.151,1,0.0536,116.68,0.48,rock
0.00662,0.538,0.981,0.0,1,0.219,-2.688,0,0.14,101.414,0.711,rock
0.000915,0.364,0.922,0.0346,0,0.0697,-4.217,0,0.0567,79.342,0.227,rock
0.0202,0.493,0.974,8.31e-05,1,0.182,-3.252,1,0.135,99.647,0.354,rock
6.28e-05,0.423,0.685,0.00642,4,0.133,-9.651,0,0.078,162.78,0.328,rock
0.00312,0.334,0.828,0.0043,9,0.0949,-9.168,1,0.0985,157.891,0.515,rock
0.128,0.369,0.679,0.0125,6,0.197,-9.729,0,0.0742,91.883,0.508,rock
0.0352,0.337,0.722,0.052,6,0.101,-11.384,1,0.0478,149.103,0.28,rock
0.141,0.463,0.552,9.66e-06,4,0.129,-9.403,0,0.0605,105.495,0.421,rock
0.229,0.364,0.616,0.000194,1,0.0962,-8.162,0,0.0507,136.998,0.425,rock
0.00313,0.322,0.991,0.0035,6,0.0708,-4.453,1,0.213,140.221,0.198,rock
7.62e-06,0.27,0.886,0.0258,11,0.0899,-6.9,1,0.117,119.283,0.19,rock
0.000431,0.304,0.947,0.00192,1,0.156,-5.302,1,0.0917,145.324,0.427,rock
0.00653,0.303,0.978,0.0,8,0.0958,-2.123,1,0.122,170.286,0.28,rock
0.000155,0.43,0.704,0.00221,1,0.0933,-8.008,0,0.0804,118.242,0.703,rock
0.00437,0.415,0.908,0.0345,2,0.082,-9.701,1,0.0765,114.816,0.437,rock
0.000748,0.504,0.856,0.359,7,0.114,-6.271,1,0.0423,95.402,0.585,rock
0.000212,0.274,0.726,0.0113,9,0.0993,-11.541,1,0.0449,146.449,0.426,rock
0.000594,0.419,0.878,0.559,7,0.139,-6.352,1,0.0553,147.385,0.666,rock
4.2e-06,0.329,0.954,0.000614,8,0.051,-7.006,0,0.0722,156.899,0.627,rock
0.0266,0.466,0.833,0.0,7,0.0327,-4.215,1,0.304,88.785,0.661,rock
0.0124,0.412,0.919,0.0601,5,0.424,-7.291,1,0.184,166.367,0.572,rock
0.0129,0.599,0.957,7.06e-05,11,0.155,-5.764,1,0.188,103.68,0.489,rock
0.00162,0.426,0.929,0.105,2,0.0789,-6.729,1,0.0701,127.059,0.539,rock
0.00171,0.642,0.899,0.135,9,0.326,-6.92,0,0.0381,125.115,0.726,rock
0.0054,0.51,0.917,0.000133,4,0.396,-4.806,0,0.0854,75.098,0.313,rock
5.54e-05,0.521,0.895,0.349,7,0.0985,-5.242,1,0.0442,120.117,0.237,rock
0.00138,0.648,0.896,0.000819,2,0.0879,-4.254,1,0.041,128.115,0.468,rock
0.00268,0.501,0.76,0.0616,2,0.152,-5.802,0,0.0343,83.046,0.138,rock
0.00115,0.625,0.597,0.0162,2,0.408,-6.933,1,0.0281,96.066,0.273,rock
9.12e-05,0.491,0.966,0.346,3,0.153,-3.974,1,0.0463,95.141,0.223,rock
0.0318,0.285,0.908,0.00909,4,0.311,-4.601,0,0.0705,159.756,0.669,rock
0.0286,0.249,0.943,0.00401,0,0.162,-5.188,1,0.0669,173.671,0.458,rock
0.088,0.409,0.89,0.107,0,0.0935,-6.839,1,0.0558,100.409,0.268,rock
0.000739,0.308,0.866,0.00141,2,0.232,-5.671,0,0.059,109.825,0.227,rock
0.0346,0.313,0.882,0.338,0,0.45,-6.215,1,0.0355,103.981,0.3,rock
0.0337,0.3,0.936,0.021,2,0.158,-5.399,1,0.0456,133.065,0.756,rock
0.0263,0.314,0.959,0.000148,4,0.161,-4.657,0,0.0908,154.221,0.492,rock
0.024,0.362,0.961,9.35e-06,2,0.159,-5.664,1,0.0857,164.019,0.491,rock
0.000195,0.435,0.987,0.0879,1,0.268,-4.667,0,0.16,103.162,0.1,rock
0.00572,0.519,0.833,4.33e-06,6,0.104,-6.947,0,0.0496,138.225,0.532,rock
0.000716,0.437,0.948,0.000261,4,0.146,-6.041,0,0.0554,96.72,0.361,rock
0.0136,0.61,0.824,1.75e-06,4,0.0606,-6.046,1,0.0534,134.992,0.819,rock
0.174,0.551,0.876,9.04e-06,9,0.397,-7.02,1,0.037,151.575,0.746,rock
0.00177,0.325,0.985,0.107,11,0.351,-3.941,1,0.151,125.307,0.221,rock
0.00052,0.663,0.91,0.675,4,0.112,-5.131,0,0.0495,140.044,0.708,rock
5.87e-05,0.248,0.988,0.84,2,0.323,-3.74,1,0.144,115.301,0.149,rock
0.00203,0.519,0.982,0.00055,7,0.0971,-3.547,1,0.108,97.745,0.361,rock
8.57e-05,0.322,0.932,0.817,4,0.0969,-4.252,0,0.163,138.042,0.376,rock
0.000393,0.272,0.747,4.03e-05,5,0.16,-4.86,0,0.0401,202.777,0.255,rock
0.000405,0.227,0.995,0.393,10,0.127,-4.361,0,0.173,87.499,0.0363,rock
9.41e-05,0.326,0.995,0.386,1,0.145,-4.38,1,0.147,105.459,0.092,rock
0.000132,0.31,0.991,0.085,5,0.0969,-3.769,0,0.316,140.071,0.0395,rock
0.00338,0.263,0.97,0.000795,5,0.0922,-4.182,0,0.163,151.729,0.17,rock
7.65e-05,0.332,0.988,0.0126,8,0.055,-4.111,1,0.146,98.878,0.097,rock
0.000996,0.695,0.876,6.89e-06,3,0.106,-4.262,0,0.0553,89.954,0.941,rock
0.123,0.68,0.721,0.0,6,0.162,-4.379,0,0.188,125.963,0.244,rock
0.000209,0.429,0.966,0.124,8,0.371,-4.605,1,0.0733,179.956,0.525,rock
9.14e-05,0.402,0.969,0.0325,8,0.225,-2.825,1,0.181,173.847,0.262,rock
2.55e-05,0.54,0.977,0.0588,1,0.0533,-3.409,1,0.0876,106.907,0.211,rock
0.00234,0.49,0.938,2.17e-05,1,0.186,-3.916,1,0.129,196.143,0.437,rock
2.23e-05,0.353,0.898,0.105,2,0.39,-5.877,1,0.052,103.299,0.525,rock
0.00014,0.468,0.769,0.00124,4,0.271,-7.036,1,0.041,104.102,0.17,rock
0.00678,0.283,0.891,0.0038,2,0.159,-8.165,1,0.178,92.049,0.226,rock
0.000643,0.687,0.677,0.000137,2,0.0564,-4.172,1,0.0508,75.052,0.545,rock
1.85e-05,0.498,0.905,0.765,11,0.383,-5.721,0,0.0521,123.338,0.584,rock
0.00043,0.581,0.983,0.00654,5,0.0806,-3.291,0,0.0636,110.038,0.417,rock
0.0014,0.492,0.969,1.32e-06,9,0.0787,-4.419,1,0.0491,95.136,0.538,rock
0.00022,0.524,0.939,0.0,9,0.623,-3.994,1,0.113,150.184,0.661,rock
0.0466,0.58,0.702,3.2e-06,4,0.536,-5.565,1,0.0337,105.076,0.299,rock
0.00958,0.556,0.864,0.0,3,0.209,-5.87,0,0.0584,105.143,0.4,rock
0.127,0.554,0.98,0.0,4,0.0833,-3.514,1,0.108,135.12,0.611,rock
0.00113,0.655,0.886,0.000409,7,0.0448,-4.116,1,0.0435,100.088,0.938,rock
0.03,0.512,0.97,0.0,8,0.0994,-3.886,0,0.212,94.952,0.427,rock
0.0484,0.412,0.902,0.131,9,0.405,-11.6,1,0.405,89.74,0.422,rock
0.013,0.564,0.932,0.169,11,0.349,-10.068,1,0.0554,112.937,0.619,rock
0.396,0.437,0.864,0.0314,4,0.242,-7.842,0,0.0904,81.394,0.749,rock
0.452,0.483,0.615,0.000414,2,0.0512,-8.538,1,0.0497,80.576,0.594,rock
0.000582,0.317,0.887,0.00258,9,0.0891,-7.292,1,0.0375,169.613,0.871,rock
0.13,0.598,0.676,0.225,0,0.112,-9.211,1,0.0279,114.169,0.805,rock
0.135,0.307,0.909,0.0336,9,0.125,-7.08,0,0.0574,173.674,0.443,rock
0.0155,0.387,0.94,0.023,7,0.327,-6.192,1,0.0376,98.533,0.582,rock
